scalar,r,g,b
0.0,0.976,0.520,0.971
0.00392156862745098,0.980,0.517,0.963
0.00784313725490196,0.984,0.514,0.954
0.011764705882352941,0.987,0.509,0.945
0.01568627450980392,0.990,0.504,0.934
0.0196078431372549,0.991,0.499,0.923
0.023529411764705882,0.992,0.492,0.911
0.027450980392156862,0.992,0.486,0.899
0.03137254901960784,0.992,0.478,0.886
0.03529411764705882,0.992,0.471,0.872
0.0392156862745098,0.991,0.463,0.858
0.043137254901960784,0.989,0.455,0.844
0.047058823529411764,0.988,0.446,0.830
0.050980392156862744,0.986,0.438,0.815
0.054901960784313725,0.984,0.429,0.800
0.058823529411764705,0.981,0.420,0.786
0.06274509803921569,0.979,0.411,0.771
0.06666666666666667,0.976,0.402,0.756
0.07058823529411765,0.973,0.393,0.741
0.07450980392156863,0.971,0.384,0.726
0.0784313725490196,0.968,0.375,0.711
0.08235294117647059,0.964,0.365,0.696
0.08627450980392157,0.961,0.356,0.682
0.09019607843137255,0.958,0.347,0.667
0.09411764705882353,0.954,0.337,0.652
0.09803921568627451,0.951,0.328,0.637
0.10196078431372549,0.947,0.318,0.623
0.10588235294117647,0.943,0.309,0.608
0.10980392156862745,0.938,0.300,0.593
0.11372549019607843,0.934,0.291,0.578
0.11764705882352941,0.929,0.282,0.564
0.12156862745098039,0.924,0.273,0.549
0.12549019607843137,0.919,0.264,0.534
0.12941176470588234,0.914,0.256,0.519
0.1333333333333333,0.908,0.247,0.504
0.13725490196078427,0.903,0.239,0.489
0.14117647058823524,0.897,0.231,0.474
0.1450980392156862,0.890,0.223,0.459
0.14901960784313717,0.884,0.215,0.444
0.15294117647058814,0.877,0.207,0.429
0.1568627450980391,0.871,0.200,0.414
0.16078431372549007,0.864,0.193,0.399
0.16470588235294104,0.857,0.185,0.384
0.168627450980392,0.850,0.178,0.369
0.17254901960784297,0.842,0.171,0.354
0.17647058823529393,0.835,0.164,0.339
0.1803921568627449,0.828,0.157,0.324
0.18431372549019587,0.820,0.150,0.309
0.18823529411764683,0.812,0.143,0.295
0.1921568627450978,0.805,0.136,0.280
0.19607843137254877,0.797,0.129,0.265
0.19999999999999973,0.790,0.122,0.251
0.2039215686274507,0.782,0.116,0.236
0.20784313725490167,0.775,0.110,0.222
0.21176470588235263,0.767,0.104,0.208
0.2156862745098036,0.760,0.099,0.194
0.21960784313725457,0.753,0.095,0.180
0.22352941176470553,0.747,0.091,0.167
0.2274509803921565,0.740,0.089,0.154
0.23137254901960747,0.734,0.088,0.142
0.23529411764705843,0.729,0.089,0.130
0.2392156862745094,0.724,0.091,0.118
0.24313725490196036,0.720,0.095,0.107
0.24705882352941133,0.716,0.100,0.096
0.2509803921568623,0.713,0.106,0.086
0.25490196078431326,0.711,0.113,0.077
0.25882352941176423,0.710,0.121,0.068
0.2627450980392152,0.709,0.130,0.060
0.26666666666666616,0.709,0.139,0.052
