scalar,r,g,b
0.0,0.000,0.787,1.000
0.00392156862745098,0.000,0.786,1.000
0.00784313725490196,0.000,0.786,0.998
0.011764705882352941,0.000,0.785,0.995
0.01568627450980392,0.000,0.785,0.993
0.0196078431372549,0.000,0.784,0.991
0.023529411764705882,0.000,0.784,0.989
0.027450980392156862,0.051,0.783,0.987
0.03137254901960784,0.088,0.783,0.984
0.03529411764705882,0.115,0.782,0.982
0.0392156862745098,0.137,0.782,0.980
0.043137254901960784,0.156,0.781,0.978
0.047058823529411764,0.173,0.781,0.976
0.050980392156862744,0.188,0.781,0.973
0.054901960784313725,0.202,0.780,0.971
0.058823529411764705,0.215,0.780,0.969
0.06274509803921569,0.227,0.779,0.967
0.06666666666666667,0.238,0.779,0.965
0.07058823529411765,0.249,0.778,0.962
0.07450980392156863,0.259,0.778,0.960
0.0784313725490196,0.269,0.777,0.958
0.08235294117647059,0.279,0.777,0.956
0.08627450980392157,0.288,0.776,0.954
0.09019607843137255,0.296,0.776,0.951
0.09411764705882353,0.305,0.775,0.949
0.09803921568627451,0.313,0.775,0.947
0.10196078431372549,0.321,0.774,0.945
0.10588235294117647,0.328,0.774,0.943
0.10980392156862745,0.336,0.773,0.940
0.11372549019607843,0.343,0.773,0.938
0.11764705882352941,0.350,0.773,0.936
0.12156862745098039,0.357,0.772,0.934
0.12549019607843137,0.364,0.772,0.932
0.12941176470588234,0.370,0.771,0.930
0.1333333333333333,0.377,0.771,0.927
0.13725490196078427,0.383,0.770,0.925
0.14117647058823524,0.389,0.770,0.923
0.1450980392156862,0.395,0.769,0.921
0.14901960784313717,0.401,0.769,0.919
0.15294117647058814,0.407,0.768,0.916
0.1568627450980391,0.412,0.768,0.914
0.16078431372549007,0.418,0.767,0.912
0.16470588235294104,0.423,0.767,0.910
0.168627450980392,0.429,0.766,0.908
0.17254901960784297,0.434,0.766,0.905
0.17647058823529393,0.439,0.765,0.903
0.1803921568627449,0.444,0.765,0.901
0.18431372549019587,0.449,0.764,0.899
0.18823529411764683,0.454,0.764,0.897
0.1921568627450978,0.459,0.763,0.895
0.19607843137254877,0.464,0.763,0.892
0.19999999999999973,0.469,0.762,0.890
0.2039215686274507,0.474,0.762,0.888
0.20784313725490167,0.478,0.761,0.886
0.21176470588235263,0.483,0.761,0.884
0.2156862745098036,0.487,0.761,0.881
0.21960784313725457,0.492,0.760,0.879
0.22352941176470553,0.496,0.760,0.877
0.2274509803921565,0.500,0.759,0.875
0.23137254901960747,0.505,0.759,0.873
0.23529411764705843,0.509,0.758,0.871
0.2392156862745094,0.513,0.758,0.868
0.24313725490196036,0.517,0.757,0.866
0.24705882352941133,0.521,0.757,0.864
0.2509803921568623,0.525,0.756,0.862
0.25490196078431326,0.529,0.756,0.860
0.25882352941176423,0.533,0.755,0.858
0.2627450980392152,0.537,0.755,0.855
0.26666666666666616,0.541,0.754,0.853
0.27058823529411713,0.545,0.754,0.851
0.2745098039215681,0.549,0.753,0.849
0.27843137254901906,0.553,0.753,0.847
0.28235294117647003,0.556,0.752,0.845
0.286274509803921,0.560,0.752,0.842
0.29019607843137196,0.564,0.751,0.840
0.29411764705882293,0.567,0.751,0.838
0.2980392156862739,0.571,0.750,0.836
0.30196078431372486,0.574,0.750,0.834
0.30588235294117583,0.578,0.749,0.831
0.3098039215686268,0.582,0.749,0.829
0.31372549019607776,0.585,0.748,0.827
0.3176470588235287,0.588,0.748,0.825
0.3215686274509797,0.592,0.747,0.823
0.32549019607843066,0.595,0.747,0.821
0.3294117647058816,0.599,0.746,0.818
0.3333333333333326,0.602,0.746,0.816
0.33725490196078356,0.605,0.745,0.814
0.3411764705882345,0.608,0.745,0.812
0.3450980392156855,0.612,0.744,0.810
0.34901960784313646,0.615,0.744,0.808
0.3529411764705874,0.618,0.743,0.805
0.3568627450980384,0.621,0.743,0.803
0.36078431372548936,0.624,0.742,0.801
0.3647058823529403,0.628,0.742,0.799
0.3686274509803913,0.631,0.741,0.797
0.37254901960784226,0.634,0.741,0.795
0.3764705882352932,0.637,0.740,0.792
0.3803921568627442,0.640,0.740,0.790
0.38431372549019516,0.643,0.739,0.788
0.3882352941176461,0.646,0.739,0.786
0.3921568627450971,0.649,0.738,0.784
0.39607843137254806,0.652,0.738,0.782
0.399999999999999,0.655,0.737,0.780
0.40392156862745,0.657,0.737,0.777
0.40784313725490096,0.660,0.736,0.775
0.4117647058823519,0.663,0.736,0.773
0.4156862745098029,0.666,0.735,0.771
0.41960784313725386,0.669,0.735,0.769
0.4235294117647048,0.672,0.734,0.767
0.4274509803921558,0.674,0.734,0.764
0.43137254901960675,0.677,0.733,0.762
0.4352941176470577,0.680,0.733,0.760
0.4392156862745087,0.683,0.732,0.758
0.44313725490195965,0.685,0.732,0.756
0.4470588235294106,0.688,0.731,0.754
0.4509803921568616,0.691,0.731,0.752
0.45490196078431255,0.693,0.730,0.750
0.4588235294117635,0.696,0.729,0.748
0.4627450980392145,0.699,0.729,0.746
0.46666666666666545,0.701,0.728,0.744
0.4705882352941164,0.704,0.728,0.742
0.4745098039215674,0.706,0.727,0.741
0.47843137254901835,0.709,0.727,0.739
